sentence,aspect,label
i preferred this to the ruwanwelisseya dagoba as it is far less crowded and appears a little forgotten compared to its rival but the greater proximity to the trees and the additional troops of monkeys drives a feeling of awe and exoticism to the stupa,Religious & Historical,2
as mentioned in many places only abhayagiri dagoba but this is not just a dagoba it is a very big monastery complex and the place of ancient monastic community,Religious & Historical,0
i think it was 65 for 2 people for the 6h waterfall tour,Nature & Activities,2
the sun is warm the beach is breezy the drinks are cool and the ocean is a gem,Nature & Activities,3
this is not so big beach it is ok full of restaurants and bars,Nature & Activities,0
i was following the map and we missed the most important ones and as we finished by 1pm we finally had to stay one extra day of course in a different hotel in order to visit the main places,Accommodation,2
there is no restrictions to take pictures inside temple but need to follow some customs,Religious & Historical,0
do not waste your money we later went to udawalawe national park in the south and it was spectacular,Crowds & Sustainability,0
you park along the road can be long walk if you are unlucky and then at the gate you are welcomed by hefty 1500 lkr tourist price where local price is 20 times lower,Nature & Activities,2
the bus will drop you off right at the bottom of the driveway just tell the ticket information guy you are going to the tea factory they will tell you where to get off,Transportation,3
church mosque located inside that you should walk hours to enjoy the place,Religious & Historical,3
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
every minute there is a bus to go and and back,Transportation,2
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
we had lunch at the beach resort and food was also delicious i wish had some more time to enjoy the beautiful view,Food & Dining,4
500 rupees in a tuk tuk,Transportation,2
animals are being well looked after,Nature & Activities,2
sadly the walk is spoilt by the busy road noise,Crowds & Sustainability,1
this room though is rather dirty and one of the pictures of the queen and prince phillip is falling out of the frame,Accommodation,0
it is quite a trip through quite small roads to get from ella,Transportation,1
the area is busy and is frequented by various hawkers so remain vigilant,Crowds & Sustainability,2
the temple grounds will not allow any revealing clothing tank tops or shorts,Religious & Historical,2
you cannot go wrong with him he spotted all kinds of animals and the herds of elephants we came across took our breath away he has a great jeep that will take you all around the park and most of the time you will be at a popular spot before the other jeeps come and scare the animals away,Nature & Activities,1
fairly secludednot very busy freedonation pleasant forest walk ruins distinctly unimpressive top is blocked off,Nature & Activities,0
drive to minneriya national park was an awesome experience we had,Transportation,4
we did a half day safari in the morning and enjoyed it very much,Nature & Activities,3
we travelled from kandy to pedro tea plantation by train which took us about 4 hours which was great,Transportation,4
it is a full day trip,Transportation,3
you can hear the waterfall on right and you will probably see guides walking with paying tourists along the way,Nature & Activities,3
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
it fully justifies the appellation of a world heritage site,Religious & Historical,2
on our way out of town we noticed a sign for indika bikes at the tourist information center restaurant between the dutugemunu roundabout and the lakeside at nuwarawewa across from the tyre place looked like it was offering nicer bikes,Food & Dining,2
