place,user_type,unsafe_review_percent,Wellness & Relaxation,Transportation,Food & Dining,Nature & Activities,Entertainment & Shopping,Accommodation,Crowds & Sustainability,Religious & Historical
Abhayagiri Dagaba,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%
Tissa Wewa,group,1.64,very negative: 0.0%; negative: 0.0%; neutral: 96.72%; positive: 3.28%; very positive: 0.0%,very negative: 8.2%; negative: 3.28%; neutral: 80.33%; positive: 6.56%; very positive: 1.64%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 67.21%; positive: 26.23%; very positive: 6.56%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.64%; neutral: 96.72%; positive: 0.0%; very positive: 1.64%,very negative: 1.64%; negative: 0.0%; neutral: 98.36%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.64%; neutral: 93.44%; positive: 4.92%; very positive: 0.0%
Tissa Wewa,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 16.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 8.33%; very positive: 8.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 8.33%; very positive: 8.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 91.67%; positive: 8.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 16.67%; very positive: 0.0%
Tissa Wewa,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 89.8%; positive: 2.04%; very positive: 8.16%,very negative: 2.04%; negative: 0.0%; neutral: 89.8%; positive: 4.08%; very positive: 4.08%,very negative: 0.0%; negative: 0.0%; neutral: 97.96%; positive: 2.04%; very positive: 0.0%,very negative: 0.0%; negative: 2.04%; neutral: 71.43%; positive: 12.24%; very positive: 14.29%,very negative: 0.0%; negative: 0.0%; neutral: 97.96%; positive: 2.04%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 93.88%; positive: 4.08%; very positive: 2.04%,very negative: 0.0%; negative: 2.04%; neutral: 93.88%; positive: 4.08%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.96%; positive: 2.04%; very positive: 0.0%
Twin Baths (Kuttam Pokuna),family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 16.67%; negative: 16.67%; neutral: 66.67%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 16.67%; neutral: 83.33%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 16.67%; neutral: 83.33%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 16.67%; neutral: 66.67%; positive: 0.0%; very positive: 16.67%
Twin Baths (Kuttam Pokuna),group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 90.62%; positive: 6.25%; very positive: 3.12%,very negative: 0.0%; negative: 3.12%; neutral: 93.75%; positive: 3.12%; very positive: 0.0%,very negative: 0.0%; negative: 3.12%; neutral: 90.62%; positive: 0.0%; very positive: 6.25%,very negative: 0.0%; negative: 0.0%; neutral: 90.62%; positive: 3.12%; very positive: 6.25%,very negative: 0.0%; negative: 3.12%; neutral: 96.88%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.88%; positive: 3.12%; very positive: 0.0%,very negative: 6.25%; negative: 6.25%; neutral: 71.88%; positive: 12.5%; very positive: 3.12%
Twin Baths (Kuttam Pokuna),solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 92.0%; positive: 8.0%; very positive: 0.0%,very negative: 0.0%; negative: 4.0%; neutral: 92.0%; positive: 4.0%; very positive: 0.0%,very negative: 4.0%; negative: 0.0%; neutral: 96.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 4.0%; neutral: 96.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 8.0%; negative: 4.0%; neutral: 88.0%; positive: 0.0%; very positive: 0.0%,very negative: 16.0%; negative: 0.0%; neutral: 60.0%; positive: 20.0%; very positive: 4.0%
Twin Baths (Kuttam Pokuna),unknown,0.0,very negative: 0.88%; negative: 0.0%; neutral: 94.74%; positive: 3.51%; very positive: 0.88%,very negative: 0.88%; negative: 0.0%; neutral: 95.61%; positive: 3.51%; very positive: 0.0%,very negative: 0.88%; negative: 0.0%; neutral: 98.25%; positive: 0.88%; very positive: 0.0%,very negative: 0.88%; negative: 0.0%; neutral: 98.25%; positive: 0.88%; very positive: 0.0%,very negative: 1.75%; negative: 1.75%; neutral: 92.11%; positive: 4.39%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.37%; positive: 0.88%; very positive: 1.75%,very negative: 1.75%; negative: 0.0%; neutral: 95.61%; positive: 2.63%; very positive: 0.0%,very negative: 0.88%; negative: 2.63%; neutral: 76.32%; positive: 14.04%; very positive: 6.14%
Udawalawe National Park,couple,1.2,very negative: 0.0%; negative: 0.0%; neutral: 98.8%; positive: 1.2%; very positive: 0.0%,very negative: 6.02%; negative: 1.2%; neutral: 77.11%; positive: 9.64%; very positive: 6.02%,very negative: 0.0%; negative: 0.0%; neutral: 96.39%; positive: 2.41%; very positive: 1.2%,very negative: 8.43%; negative: 0.0%; neutral: 56.63%; positive: 20.48%; very positive: 14.46%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.2%; negative: 0.0%; neutral: 86.75%; positive: 8.43%; very positive: 3.61%,very negative: 0.0%; negative: 0.0%; neutral: 97.59%; positive: 1.2%; very positive: 1.2%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Udawalawe National Park,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 97.8%; positive: 1.1%; very positive: 1.1%,very negative: 6.59%; negative: 4.4%; neutral: 79.12%; positive: 5.49%; very positive: 4.4%,very negative: 0.0%; negative: 0.0%; neutral: 98.9%; positive: 1.1%; very positive: 0.0%,very negative: 9.89%; negative: 2.2%; neutral: 67.03%; positive: 10.99%; very positive: 9.89%,very negative: 0.0%; negative: 0.0%; neutral: 98.9%; positive: 1.1%; very positive: 0.0%,very negative: 2.2%; negative: 0.0%; neutral: 93.41%; positive: 3.3%; very positive: 1.1%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Udawalawe National Park,group,0.29,very negative: 0.29%; negative: 0.29%; neutral: 99.12%; positive: 0.29%; very positive: 0.0%,very negative: 5.87%; negative: 1.47%; neutral: 78.3%; positive: 9.97%; very positive: 4.4%,very negative: 1.17%; negative: 0.0%; neutral: 95.89%; positive: 1.76%; very positive: 1.17%,very negative: 7.33%; negative: 2.05%; neutral: 55.72%; positive: 24.34%; very positive: 10.56%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.88%; negative: 0.0%; neutral: 95.89%; positive: 2.64%; very positive: 0.59%,very negative: 0.88%; negative: 0.0%; neutral: 97.95%; positive: 0.88%; very positive: 0.29%,very negative: 0.0%; negative: 0.29%; neutral: 99.71%; positive: 0.0%; very positive: 0.0%
Udawalawe National Park,solo,7.69,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 15.38%; negative: 7.69%; neutral: 61.54%; positive: 15.38%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 7.69%; negative: 7.69%; neutral: 69.23%; positive: 0.0%; very positive: 15.38%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Udawalawe National Park,unknown,11.11,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 5.56%; neutral: 88.89%; positive: 5.56%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 50.0%; positive: 11.11%; very positive: 38.89%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 88.89%; positive: 11.11%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Udawattekele Sanctuary,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 92.5%; positive: 7.5%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 10.0%; negative: 10.0%; neutral: 50.0%; positive: 15.0%; very positive: 15.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.5%; positive: 2.5%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.5%; positive: 0.0%; very positive: 2.5%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Udawattekele Sanctuary,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 90.32%; positive: 6.45%; very positive: 3.23%,very negative: 0.0%; negative: 0.0%; neutral: 90.32%; positive: 9.68%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 9.68%; negative: 3.23%; neutral: 61.29%; positive: 19.35%; very positive: 6.45%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.23%; neutral: 96.77%; positive: 0.0%; very positive: 0.0%
Udawattekele Sanctuary,group,0.0,very negative: 1.68%; negative: 0.84%; neutral: 88.66%; positive: 7.56%; very positive: 1.26%,very negative: 1.68%; negative: 1.26%; neutral: 94.12%; positive: 0.84%; very positive: 2.1%,very negative: 0.84%; negative: 0.42%; neutral: 97.9%; positive: 0.84%; very positive: 0.0%,very negative: 7.98%; negative: 9.66%; neutral: 49.16%; positive: 21.01%; very positive: 12.18%,very negative: 0.84%; negative: 0.84%; neutral: 97.9%; positive: 0.42%; very positive: 0.0%,very negative: 2.52%; negative: 0.0%; neutral: 97.06%; positive: 0.0%; very positive: 0.42%,very negative: 0.42%; negative: 0.42%; neutral: 96.22%; positive: 2.1%; very positive: 0.84%,very negative: 0.0%; negative: 0.84%; neutral: 97.9%; positive: 0.84%; very positive: 0.42%
Udawattekele Sanctuary,solo,0.0,very negative: 2.9%; negative: 0.0%; neutral: 94.2%; positive: 1.45%; very positive: 1.45%,very negative: 2.9%; negative: 1.45%; neutral: 95.65%; positive: 0.0%; very positive: 0.0%,very negative: 1.45%; negative: 0.0%; neutral: 98.55%; positive: 0.0%; very positive: 0.0%,very negative: 5.8%; negative: 4.35%; neutral: 63.77%; positive: 15.94%; very positive: 10.14%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.9%; neutral: 97.1%; positive: 0.0%; very positive: 0.0%,very negative: 1.45%; negative: 1.45%; neutral: 94.2%; positive: 1.45%; very positive: 1.45%,very negative: 0.0%; negative: 1.45%; neutral: 98.55%; positive: 0.0%; very positive: 0.0%
Udawattekele Sanctuary,unknown,0.0,very negative: 2.91%; negative: 2.91%; neutral: 79.61%; positive: 13.59%; very positive: 0.97%,very negative: 0.97%; negative: 0.0%; neutral: 95.15%; positive: 1.94%; very positive: 1.94%,very negative: 0.97%; negative: 0.0%; neutral: 98.06%; positive: 0.0%; very positive: 0.97%,very negative: 6.8%; negative: 2.91%; neutral: 59.22%; positive: 22.33%; very positive: 8.74%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.91%; neutral: 97.09%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.09%; positive: 1.94%; very positive: 0.97%
Victoria Park of Nuwara Eliya,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 66.67%; positive: 33.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 66.67%; positive: 0.0%; very positive: 33.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Victoria Park of Nuwara Eliya,family,0.0,very negative: 1.85%; negative: 1.85%; neutral: 83.33%; positive: 11.11%; very positive: 1.85%,very negative: 0.0%; negative: 3.7%; neutral: 85.19%; positive: 7.41%; very positive: 3.7%,very negative: 0.0%; negative: 0.0%; neutral: 98.15%; positive: 0.0%; very positive: 1.85%,very negative: 0.0%; negative: 1.85%; neutral: 81.48%; positive: 9.26%; very positive: 7.41%,very negative: 1.85%; negative: 0.0%; neutral: 96.3%; positive: 1.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.85%; neutral: 85.19%; positive: 12.96%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.15%; positive: 1.85%; very positive: 0.0%
Victoria Park of Nuwara Eliya,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 88.64%; positive: 4.55%; very positive: 6.82%,very negative: 0.0%; negative: 2.27%; neutral: 97.73%; positive: 0.0%; very positive: 0.0%,very negative: 2.27%; negative: 0.0%; neutral: 95.45%; positive: 2.27%; very positive: 0.0%,very negative: 2.27%; negative: 2.27%; neutral: 81.82%; positive: 9.09%; very positive: 4.55%,very negative: 0.0%; negative: 2.27%; neutral: 97.73%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.27%; neutral: 93.18%; positive: 0.0%; very positive: 4.55%,very negative: 2.27%; negative: 0.0%; neutral: 86.36%; positive: 6.82%; very positive: 4.55%,very negative: 0.0%; negative: 0.0%; neutral: 97.73%; positive: 2.27%; very positive: 0.0%
Victoria Park of Nuwara Eliya,solo,0.0,very negative: 4.35%; negative: 0.0%; neutral: 82.61%; positive: 8.7%; very positive: 4.35%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.35%; negative: 0.0%; neutral: 95.65%; positive: 0.0%; very positive: 0.0%,very negative: 4.35%; negative: 0.0%; neutral: 86.96%; positive: 4.35%; very positive: 4.35%,very negative: 0.0%; negative: 0.0%; neutral: 95.65%; positive: 0.0%; very positive: 4.35%,very negative: 4.35%; negative: 0.0%; neutral: 91.3%; positive: 0.0%; very positive: 4.35%,very negative: 4.35%; negative: 8.7%; neutral: 82.61%; positive: 4.35%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.65%; positive: 4.35%; very positive: 0.0%
Victoria Park of Nuwara Eliya,unknown,0.0,very negative: 3.75%; negative: 0.0%; neutral: 78.75%; positive: 13.75%; very positive: 3.75%,very negative: 0.0%; negative: 0.0%; neutral: 93.75%; positive: 3.75%; very positive: 2.5%,very negative: 0.0%; negative: 0.0%; neutral: 97.5%; positive: 1.25%; very positive: 1.25%,very negative: 7.5%; negative: 6.25%; neutral: 66.25%; positive: 10.0%; very positive: 10.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.75%; positive: 1.25%; very positive: 0.0%,very negative: 1.25%; negative: 0.0%; neutral: 91.25%; positive: 5.0%; very positive: 2.5%,very negative: 0.0%; negative: 0.0%; neutral: 91.25%; positive: 3.75%; very positive: 5.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.75%; positive: 1.25%; very positive: 0.0%
Wilpattu National Park,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.82%; negative: 0.0%; neutral: 77.27%; positive: 11.36%; very positive: 4.55%,very negative: 2.27%; negative: 2.27%; neutral: 86.36%; positive: 4.55%; very positive: 4.55%,very negative: 6.82%; negative: 2.27%; neutral: 75.0%; positive: 13.64%; very positive: 2.27%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.27%; neutral: 88.64%; positive: 4.55%; very positive: 4.55%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Wilpattu National Park,family,2.9,very negative: 0.0%; negative: 0.0%; neutral: 98.55%; positive: 0.0%; very positive: 1.45%,very negative: 2.9%; negative: 2.9%; neutral: 85.51%; positive: 7.25%; very positive: 1.45%,very negative: 1.45%; negative: 0.0%; neutral: 97.1%; positive: 0.0%; very positive: 1.45%,very negative: 1.45%; negative: 2.9%; neutral: 78.26%; positive: 14.49%; very positive: 2.9%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.35%; negative: 1.45%; neutral: 92.75%; positive: 0.0%; very positive: 1.45%,very negative: 0.0%; negative: 0.0%; neutral: 98.55%; positive: 1.45%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Wilpattu National Park,group,1.11,very negative: 0.55%; negative: 0.0%; neutral: 98.89%; positive: 0.55%; very positive: 0.0%,very negative: 4.98%; negative: 3.6%; neutral: 80.22%; positive: 8.16%; very positive: 3.04%,very negative: 0.55%; negative: 0.14%; neutral: 98.2%; positive: 0.69%; very positive: 0.41%,very negative: 8.58%; negative: 6.22%; neutral: 61.55%; positive: 17.15%; very positive: 6.5%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.97%; negative: 0.41%; neutral: 96.68%; positive: 1.38%; very positive: 0.55%,very negative: 1.11%; negative: 0.14%; neutral: 97.93%; positive: 0.83%; very positive: 0.0%,very negative: 0.0%; negative: 0.28%; neutral: 99.72%; positive: 0.0%; very positive: 0.0%
Wilpattu National Park,solo,3.23,very negative: 0.0%; negative: 0.0%; neutral: 96.77%; positive: 3.23%; very positive: 0.0%,very negative: 0.0%; negative: 6.45%; neutral: 90.32%; positive: 3.23%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 9.68%; negative: 6.45%; neutral: 61.29%; positive: 14.52%; very positive: 8.06%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.77%; positive: 3.23%; very positive: 0.0%,very negative: 0.0%; negative: 1.61%; neutral: 96.77%; positive: 1.61%; very positive: 0.0%,very negative: 0.0%; negative: 1.61%; neutral: 98.39%; positive: 0.0%; very positive: 0.0%
